movieid;actorid;as_character
2616370;238270;[Max Klein]  <1>
2944492;238270;[Vernon Hightower]  <1>
3053860;238270;[Roy]  <1>
3058054;238270;[Jack McKee]  <1>
3115642;238270;[Master Gregory]  <1>
3162109;238270;[Craig Blake]  <1>
3202991;238270;[Himself]
3204878;238270;[Harry]  <1>
3241907;238270;[The Giver]  <1>
3257868;238270;(voice)  [Prince Lir]  <2>
3260799;238270;(voice)  [The Aviator]
3268127;238270;[Bill Django]  <3>
3269465;238270;[Gregory Larkin]  <2>
3307916;238270;[Barney Cousins]  <1>
3405341;238270;[Captain Christopher 'Skipper' Sheldon]  <1>
3411207;238270;[Nick Kegan]  <1>
2338791;246010;[Max Burdett]  <1>
2513121;246010;[Harry Dalton]  <1>
2542491;246010;[James Bond]  <1>
2602922;246010;[Desmond Doyle]  <4>
2664590;246010;[James Bond]  <1>
2720843;246010;[Jack Abelhammer]  <2>
2894350;246010;[Richard Langley]  <3>
2917775;246010;[Harry Rudbeck]  <2>
2976612;246010;(voice: English version)  [Narrator]
3227050;246010;[William Savage]  <1>
3269465;246010;[Alex]  <6>
3274332;246010;[Devereaux]  <1>
3300847;246010;[Andrew 'Andy' Osnard]  <1>
2403223;249738;[Himself - NFL Hall of Famer, Gang Mediator]
2497800;249738;[Steadman]  <1>
2727315;249738;[Capt. Leslie Anders]  <4>
3228856;249738;[Robert Jefferson]  <4>
3289696;249738;[Fireball]  <4>
2302559;275403;[King Leonidas]  <1>
2563475;275403;[Dracula]  <1>
3214262;275403;[Milo Boyd]  <1>
3239844;275403;[Frank Borghi]  <1>
3306218;275403;[Mike]  <2>
2297640;280739;(uncredited)  [Sailor in Fight]
2665336;280739;[Jebediah Kelsey]  <1>
2707890;280739;[Tommy Korman]  <1>
2826385;280739;[Randall Simpson O'Connell]  <2>
2915906;280739;[Paul Sheldon]  <1>
2930603;280739;[Himself]  <66>
2957831;280739;(uncredited)  [Prison Warden]
3063715;280739;[Mike]  <1>
3139275;280739;[Dick Kanipsia]  <1>
3239661;280739;[Axel Freed]  <1>
3303014;280739;[Lt. Col. Christopher Holden]
3319527;280739;[Jimmy]  <17>
2439102;283649;[Frank Pierce]  <1>
2609186;283649;[Castor Troy/Sean Archer]  <2>
2671868;283649;(uncredited)  [Fu Manchu (segment "Werewolf Women of the SS")]
2673374;283649;[Doug Chesnic]  <2>
2707890;283649;[Jack Singer]  <2>
2842370;283649;[Rayford Steele]
2865463;283649;[Yuri Orlov]  <1>
2948483;283649;[Ben Gates]  <1>
3056763;283649;[H.I. McDunnough]  <1>
3086435;283649;[Smokey]  <7>
3207908;283649;[Terence McDonagh]  <1>
3214649;283649;[Ned Hanlan]  <1>
3223103;283649;[Vincent Dwyer]  <7>
3224143;283649;(voice)  [Grug]  <1>
3226856;283649;(archive footage)  [Himself]
3289674;283649;[Colin Price]
3339542;283649;[Bill Firpo]  <1>
3412277;283649;[Himself]
2399138;284610;[Alfred]  <2>
2411484;284610;[Captain Mike Turner]  <1>
2459177;284610;(voice)  [Finn McMissile]  <3>
2525560;284610;[Sidney Bruhl]  <1>
2565842;284610;[Doctor Robert Elliott]  <1>
2626838;284610;[Hobbs]  <2>
2717901;284610;[Henry Warren]  <1>
2750573;284610;[Clarence]  <14>
2790364;284610;[Arthur]  <12>
2859673;284610;[Ray Say]  <6>
2930202;284610;[Matthew Morgan]  <1>
2964513;284610;[Lloyd Fellowes]  <2>
2982339;284610;[Michael Jennings]  <2>
3225647;284610;[Alfred]  <4>
3226327;284610;(uncredited)  [Checkpoint Policeman]
3252455;284610;[Blair Maynard]  <1>
3271280;284610;[Scrooge]  <1>
3288871;284610;[Lewis]  <2>
3311551;284610;[Frank Jones]  <1>
2393067;308439;[Michael Morrison]  <2>
2455458;308439;[Coy 'Cannonball' Buckman]  <1>
2498121;308439;[Poon Dong]  <13>
2524860;308439;(voice)  [Frankenstein]  <23>
2610806;308439;[Wade Douglas]  <12>
2621975;308439;[Captain Baker]  <3>
2787741;308439;[Bill]  <5>
2787742;308439;[Bill]  <46>
3135233;308439;[Vernon Billings]  <2>
3171060;308439;[Max Kaufman]  <3>
3269591;308439;[Col. Von Weisshagen]  <7>
3310188;308439;[Kain]  <1>
2541511;333751;(as Chan Yuan Lung)  [Jackie Chan]  <1>
2657604;333751;[Insp. Chan Ka Kui]  <1>
2765049;333751;[Zhong Wen]  <1>
3120002;333751;[Chon Wang]  <1>
3123451;333751;(uncredited)  [Thug - beats up a woman]
3128811;333751;
3267851;333751;[Eddie Yang]  <1>
3323138;333751;[Huo An]  <1>
3421485;333751;[Jackie]  <1>
3123502;348515;[Li Cheng-ying]  <1>
3127933;348515;[Yen Ching]  <1>
3323770;348515;[Tieh Erh-lang]  <3>
3414909;348515;[Luke Ho-Dung]  <4>
2484245;348913;(as Sonny Chiba)  [Makato]  <4>
2780211;348913;(as Sonny Chiba)
2787741;348913;(as Sonny Chiba)  [Hattori Hanzo]  <9>
2787742;348913;(as Sonny Chiba)  [Hattori Hanzo]  <26>
3112458;348913;(as Sonny Chiba)  [Lt. Yoshiaki Iba]  <1>
3128446;348913;(as Sonny Chiba)  [Doshin So]  <1>
2763855;353953;(as Kuan-Li Chuang)  <1>
3417668;353953;[Pang]  <1>
3417762;353953;[Chun Ming]  <1>
3431905;353953;<1>
2365895;355346;(as Chow Yun-Fat)  [King Mongkut]  <2>
3413287;355346;(as Chow Yun Fat)  [Master Li Mu Bai]  <1>
2666113;372570;[Fred Friendly]  <15>
2909768;372570;[Michael Clayton]  <6>
2976315;372570;[Danny Ocean]  <1>
2976316;372570;[Danny Ocean]  <3>
2985278;372570;[Jack Taylor]  <2>
3227596;372570;[Matt King]  <1>
3242854;372570;[Jake Geismer]  <1>
3268127;372570;[Lyn Cassady]  <1>
3278978;372570;[Captain Billy Tyne]  <1>
3331977;372570;[Frank Walker]  <1>
3367875;372570;[Ryan Bingham]  <1>
2319440;390352;(uncredited)  [Titanic Deck Hand]
2334508;390352;[Mike]  <9>
2563852;390352;(voice)  [Draco]  <17>
2595690;390352;[Robert MacDougal]  <1>
2622445;390352;[William Forrester]  <1>
2640811;390352;[James Bond]  <1>
2743014;390352;[Himself]  <1>
2856145;390352;(uncredited)  [Undetermined Role]
2901540;390352;[Dr. Robert Campbell]  <1>
2907919;390352;[Paul Bradley]  <1>
2933611;390352;[Col. Arbuthnot]  <7>
2953690;390352;[James Bond]  <1>
3076092;390352;[Capt. John Connor]  <1>
3078329;390352;[Robin Hood]  <1>
3207259;390352;[Sir August de Wynter]  <3>
3239064;390352;[Paddy Damion]  <3>
3417392;390352;[Patrick Hale]  <1>
3429876;390352;[Zed]  <1>
2354815;406793;[Marcus Sommers]  <1>
2612609;406793;[Gardner Barnes]  <1>
2619697;406793;[Iowa Farmer's Dad]  <16>
2756163;406793;[Thomas Harper]  <3>
2826534;406793;[Narrator]
2881761;406793;(uncredited)  [Himself]
2888380;406793;[Jonathan Kent]  <10>
2929685;406793;[Mr. Earl Brooks]  <1>
3086523;406793;[Beau Burroughs]  <2>
3307560;406793;[Denny Davies]  <2>
2460121;413468;[James Bond]  <1>
2626620;413468;[Adult Joe Scot]  <3>
2985688;413468;(voice)  [Narrated by]  <1>
3182115;413468;[Ted Hughes]  <4>
3241751;413468;[Mikael Blomkvist]  <1>
3252676;413468;[Rudy Mackenzie]  <7>
3270855;413468;[Darren]  <4>
2429005;421790;[Ed Hoffman]  <2>
2888380;421790;[Jor-El]  <5>
3078246;421790;[Robin Longstride]  <1>
3084290;421790;[Alex Ross]  <2>
3251581;421790;[Jeffrey Wigand]  <2>
3381769;421790;[SID 6.7]  <3>
2485480;422552;[Vincent]  <1>
2575406;422552;[Cage]  <1>
2593959;422552;[Billy]  <18>
2762531;422552;[Jerry Maguire]  <1>
2975560;422552;[Jack]  <1>
3066925;422552;(archive footage) (uncredited)  [Himself]
3152267;422552;(voice)  [Narrator]  <1>
3236652;422552;[Mitch McDeere]  <1>
3372966;422552;[David Aames]  <1>
2479514;468868;[Vincent LaMarca]  <1>
2626837;468868;[Walt Koontz]  <1>
2698038;468868;[David Callaway]  <1>
2844083;468868;(voice)  [Himself/Narrator]  <1>
2856787;468868;[Carl Van Loon]  <2>
2879845;468868;[Senator McLaughlin]  <2>
2902137;468868;[Jack Byrnes]  <1>
2917924;468868;[Evan M. Wright]  <11>
2930603;468868;[Himself]  <5>
3159814;468868;[Stanley Cox]  <2>
3165200;468868;[Jack]  <1>
3211642;468868;[Don]  <1>
3234881;468868;[Gil Renard]  <1>
3269760;468868;[Rodrigo Mendoza]  <1>
2494752;489296;(voice)  [Victor Van Dort]  <1>
2522704;489296;[William Blake]  <1>
2526834;489296;(voice)  [Narration]
2557471;489296;[Don Juan DeMarco]  <2>
2616258;489296;[Raoul Duke]  <1>
2640558;489296;[Inspector Frederick Abberline]  <1>
2984429;489296;[Sands]  <3>
3012021;489296;(archive footage) (uncredited)  [Himself]
3058419;489296;(voice)  [Rango/Lars]  <1>
3206873;489296;[Commander Spencer Armacost]  <1>
3229898;489296;(voice)  [Narrator]  <1>
2614350;503208;[Dominic Toretto]  <1>
2614356;503208;[Dominic Toretto]
2673349;503208;(voice)  [Groot]  <4>
3220102;503208;[Riddick]  <1>
3235131;503208;[Dominic Toretto]  <2>
2320126;524626;[Steven Taylor]  <1>
2367332;524626;[Dr. Hank Pym]  <2>
2460355;524626;(uncredited)  [Jeep Driver]
2558382;524626;[Dr. Nathan R. Conrad]  <1>
2656434;524626;[Uncle Wayne]  <3>
3124496;524626;[Ed Leland]  <1>
3145612;524626;[Ben Kalmen]  <1>
3202380;524626;[Himself - Presenter: Favourite All - Around Male Entertainer]
3204849;524626;[President Andrew Shepherd]  <1>
3219692;524626;[Richard Adams]  <3>
3240704;524626;[Charles Remington]  <1>
3253030;524626;[Jack]  <1>
3297744;524626;[Superior Court Judge Steven R. Hardin]  <1>
3390131;524626;[Gordon Gekko]  <9>
2568485;526366;[Peter Highman]  <1>
2624806;526366;[Lee]  <6>
2659099;526366;(uncredited)  [Punk Party Crasher]
2666113;526366;[Joe Wershba]  <14>
2849669;526366;[Julian]  <3>
2874264;526366;[Telephone Jack]  <11>
2987847;526366;[Peter Wright]  <2>
3068318;526366;[Wolf Dangler]  <5>
3073332;526366;[Lord Rivers]  <4>
3123105;526366;[Sherlock Holmes]  <1>
3123161;526366;[Sherlock Holmes]  <1>
3200511;526366;[Albert Einstein]  <9>
2355152;535188;[Sgt. Joe Armstrong]  <1>
2388994;535188;[Ryko]  <11>
2425775;535188;[Willard]  <19>
2911008;535188;[Lawson]  <1>
3025202;535188;[Lt. Jeff Knight]  <1>
3055476;535188;[Marlowe Hammer]  <2>
3069214;535188;[Daniel 'Mac' MacDonald]  <1>
2368470;551291;[Philo Beddoe]  <1>
2389601;551291;(archive footage) (uncredited)  [Joe]
2413298;551291;[Himself]
2460174;551291;(uncredited)  [Clint Eastwood]
2479392;551291;[Lieutenant Speer]  <1>
2708175;551291;[Red Stovall]  <1>
2766155;551291;[Joe Kidd]  <1>
2784372;551291;[Kelly]  <1>
2826165;551291;(uncredited)  [First Saxon]
2826517;551291;[George Moseley]  <8>
2912974;551291;[Frankie Dunn]  <1>
2930603;551291;(also archive footage)  [Himself/Private Kelly/'Dirty' Harry Callahan]  <4>
3000219;551291;[Pardner]  <2>
3022294;551291;[Tommy Nowak]  <1>
3160607;551291;(uncredited)  [Tom - Ranch Hand]
3171946;551291;[Harry Callahan]  <1>
3215451;551291;[Robert Kincaid]  <1>
3231537;551291;[Jonathan Hemlock]  <1>
3236994;551291;[Lt. Jack Rice]  <6>
3324587;551291;[Wes Block]  <1>
3344416;551291;[Steve Everett]  <1>
3350227;551291;[Hogan]  <2>
3298977;562311;[Salman adb al Haqq]  <1>
3298977;562311;[Salman adb al Haqq]  <1>
3298977;562311;[Salman adb al Haqq]  <1>
3298977;562311;[Salman adb al Haqq]  <1>
2861956;583505;[Jack Colt]  <1>
2899106;583505;[Bill Robinson]  <1>
2958465;583505;[J.J. Cooney (segment "Bishop of Battle")]  <9>
3426151;583505;[William H. 'Billy the Kid' Bonney]  <1>
2671868;592204;[JT (segment "Planet Terror")]  <30>
2879845;592204;[Booth]  <6>
3052946;592204;[Muncie]  <3>
3154997;592204;[Tall Vinnie]  <7>
3166745;592204;[Trick]
3257037;592204;[Harold]
2598995;635096;[Pipeline]  <3>
2668261;635096;(voice)  [Guru Dave]  <60>
2759398;635096;[Alfred]  <2>
2944521;635096;[Dracula/Dr. Van Helsing]  <4>
3054775;635096;[Roger]  <1>
3153087;635096;[Dr. Tom Brasilian]  <1>
3155852;635096;[Kirklander]  <3>
3289674;635096;[Rayne Price]
3304960;635096;[Paul Groves]  <1>
2303761;637490;[Branch Rickey]  <2>
2607163;637490;[Dr. Stonehill]  <2>
2636604;637490;[Dr. Richard Walker]  <1>
2742036;637490;[Indiana Jones]  <1>
3228231;637490;[Tom O'Meara]  <1>
2341757;650940;[Chester 'Chazz' Darvey]  <1>
2542131;650940;(uncredited)  [Brendan Fraser]
2607163;650940;[John Crowley]  <1>
2644519;650940;[Dan Sanders]  <1>
2661544;650940;[Doug]  <19>
2663084;650940;[Clayton Boone]  <2>
2739068;650940;(uncredited)  [Link]
2769471;650940;[Trevor Anderson]  <1>
2931021;650940;[Bill/Hugh Winterbourne]  <3>
2968741;650940;(uncredited)  [Vietnam Veteran]
3271247;650940;[Rick O'Connell]  <1>
2436234;707527;[William Wallace]  <20>
2460174;707527;(uncredited)  [Mel Gibson]
2471330;707527;(voice)  [Rocky]  <3>
2610265;707527;(uncredited)  [Frances' Father]
3027721;707527;(voice)  [John Smith]  <3>
3058564;707527;[Tom Mullen]  <1>
3214257;707527;[Fletcher Christian Master's Mate]  <1>
3266011;707527;[Justin McLeod]  <1>
2484120;714121;[Monroe Bieler]  <1>
2606970;714121;[John Eastland]  <1>
2375679;734150;[Frank Sachs]  <4>
2557439;734150;[Hollywood Actor #2]  <35>
2762531;734150;[Rod Tidwell]  <2>
2857194;734150;[Michael Dixon]  <1>
3064150;734150;[Major Emanuelle Stance]  <2>
3111837;734150;[Fred Gray]  <51>
3236066;734150;[Darrin Hill]  <13>
2398813;784708;[Lt. Colonel Iceal Hambleton]  <1>
2594241;784708;[Edward Lyle]  <2>
2607375;784708;[Dr. Lawrence Myrick]  <2>
2643419;784708;[Floyd]  <1>
2654152;784708;[Brig. Gen. George Crook]  <2>
2654705;784708;[Harry Zimm]  <2>
2689699;784708;[William B. Tensy]  <7>
2734905;784708;(voice)  [Narrator]  <1>
2865161;784708;[MacArthur Stern]  <2>
2874126;784708;[Kibby Womack]  <1>
3034161;784708;[Lowell Kolchek]  <4>
3064733;784708;[Pete Van Wherry]  <26>
3176563;784708;[Lex Luthor]  <1>
3190783;784708;[Walter Lloyd/Duncan (Duke) Potter]  <1>
3236652;784708;[Avery Tolar]  <3>
3245587;784708;[Joe Browdy]  <3>
3268526;784708;[Arnold Margolese]  <8>
3286534;784708;[Jimmy McGinty]  <2>
3348836;784708;[Jack Ames]  <3>
3429574;784708;[Zandy Allan]  <1>
2399138;823008;[Earle]  <8>
2423579;823008;[Nick Parker]  <1>
2563480;823008;[Van Helsing]  <6>
2826485;823008;[Navarre]  <2>
2854719;823008;[Jean-Luc]  <6>
3049400;823008;(as Rutger Khauer)  [Khant]  <1>
3276167;823008;[John Tanner]  <1>
3287944;823008;[Istvan Kovak]  <6>
3363413;823008;(voice)  [Narrator]
2365907;857699;(as Mario Girotti)  [Ciccillo - Don Luigi's nephew]  <8>
2549918;857699;[Cat Stevens]  <1>
2824792;857699;(as Mario Girotti)  [Boy at the barrier]
2837634;857699;(as Mario Girotti)  [Prince Moluk]  <7>
2964819;857699;[Eliot Vance/Bastiano Coimbra de la Coronilla y Azevedo]  <1>
2466679;926129;[Vincent Moore]  <6>
2628855;926129;(voice)  [Roddy]  <1>
2957840;926129;(uncredited)  [Hugh Jackman]
3040744;926129;[Keller Dover]  <1>
3181907;926129;[Stanley Jobson]  <2>
3200406;926129;[Himself]  <4>
3372652;926129;[Van Helsing]  <1>
3418238;926129;(uncredited)  [Logan/Wolverine]
2413298;928640;[Himself]
2421395;928640;[Lazarus]  <1>
2483265;928640;[Coach Ken Carter]  <1>
2553552;928640;[Stephen]  <5>
2575064;928640;[Eddie's Uncle (sketch)]
2602868;928640;[Louis Batiste]  <3>
2638091;928640;[Lorenzo Council]  <1>
2667430;928640;[Paul Malcolm]  <19>
2743322;928640;(voice) (uncredited)  [Narrator]
2772605;928640;[Ray Arnold]  <10>
2787742;928640;[Rufus]  <34>
2790364;928640;[Valentine]  <11>
2791807;928640;[Lieutenant Karl Aker]  <6>
2840872;928640;[Charles Morritz (Montréal)]  <33>
2854661;928640;[Himself]
2861956;928640;[Wes Luger]  <2>
3070166;928640;[Champ]  <1>
3103585;928640;[Leeds]  <58>
3160488;928640;[Mace Windu]  <27>
3160491;928640;[Mace Windu]  <5>
3202193;928640;[Elmo McElroy]  <1>
3233591;928640;[Dream Blind Man]  <45>
3272786;928640;[Dale Deveaux]  <14>
3287011;928640;(as Sam Jackson)  [Nate Cabot]  <6>
3297042;928640;[Octopus]  <12>
3340903;928640;[Wendell]  <31>
3344616;928640;[Big Don]  <9>
3412277;928640;[Himself]
3436374;928640;[Agent Augustus Eugene Gibbons]  <2>
2614356;957951;[Hobbs]
2614596;957951;[Driver]  <1>
2671598;957951;(as Dwayne 'The Rock' Johnson)  [Sean Porter]  <1>
2890417;957951;[Wrestler/Stuntman]
3142162;957951;[John Matthews]  <1>
3271247;957951;(as The Rock)  [The Scorpion King]  <9>
3333199;957951;[Derek]  <1>
3389940;957951;(as The Rock)  [Chris Vaughn]  <3>
3387753;957951;[Himself/The Rock]
2320801;969935;[The Axeman]  <4>
2389191;969935;[Elmore Pratt]  <2>
2420975;969935;[Quint]  <1>
2483340;969935;[Doolittle Lynn]  <2>
2589067;969935;(as Tom Lee Jones)  [Tommy Lee]  <2>
2905221;969935;[Kay]  <1>
2948121;969935;[Captain Bully Hayes]  <1>
3210795;969935;[Angelo Perino]  <4>
3220671;969935;[Roy Foltrigg]  <2>
3302791;969935;[Pete Perkins]  <1>
2646316;987981;[Gabbar Singh/Venkatrathnam Naidu]  <1>
2786357;987981;[Sidhartha Roy]  <7>
2795034;987981;[Komaram Puli]  <1>
2343134;1001590;[Asakichi]  <1>
2703038;1001590;[Izo Okada]  <1>
3124260;1001590;[Emperor Shih Huang Ti]  <1>
3427773;1001590;[Hojin]  <14>
3430023;1001590;[Zatôichi/Ichi, a zatô in the Tôdô-za (guild for the blind)]  <1>
2481106;1007334;[Daryl Poynter]  <1>
2687089;1007334;(voice)  [Ken]  <17>
2748898;1007334;(uncredited)  [Narrator]
2931281;1007334;[Dogberry]  <20>
2938249;1007334;[Bob Jones]  <1>
2950902;1007334;[Monarch]  <10>
3153734;1007334;[Kevin Vallick]  <1>
3277372;1007334;[Henry Hackett]  <1>
3405132;1007334;[Jonathan Rivers]  <1>
2420265;1063578;[Ken Tani]  <1>
2423579;1063578;(as Sho Kosugi)  [The Assassin]  <11>
3055835;1063578;[Shiro Tanaka]  <1>
3207932;1063578;(uncredited)  [Kata Demonstrator]
2385423;1079880;[Guru Gulab Khatri]  <1>
2410597;1079880;[Raja]  <2>
2426414;1079880;[Aarav Malhotra]  <1>
2744612;1079880;[Amjad]  <1>
2785668;1079880;[Sr. Inspector Shekhar Verma]  <2>
3199770;1079880;[Kishan]  <1>
2588069;1098608;[Roy Fortune]
2699008;1098608;[Connor MacLeod]  <2>
2861956;1098608;(uncredited)  [Man with Car Phone]
2414572;1117978;[Malcolm/Big Momma]  <1>
2485707;1117978;[James]  <1>
2525101;1117978;[Ryan]  <8>
2712280;1117978;[Bilal]  <3>
2894923;1117978;[Himself]  <1>
3062216;1117978;[Roy McCormick/Preacher Don]  <1>
2764961;1121541;(as Ho Chung Tao)  [Bruce]  <1>
2912181;1121541;(uncredited)  [Karate Proffesor]
3431810;1121541;(as Kin Lung Hung)  [Xiaolong]
2647968;1126131;(archive footage)  [Billy Lo]  <1>
2856787;1126131;(archive footage) (uncredited)  [Karate Fighter on T.V.]
3244764;1126131;(archive footage)  [Kato]  <2>
2297640;1126364;[Capt. Wolfgang von Kleinschmidt]  <6>
2358499;1126364;[Morgan Canfield]  <2>
2419031;1126364;[Sergeant Barney]  <9>
2478885;1126364;[Gregor]  <1>
2494752;1126364;(voice)  [Pastor Galswells]  <9>
2514158;1126364;[Dr. Ian Mandeville]  <1>
2563371;1126364;[Franklyn Marsh (segment 4 "Disembodied Hand")]  <1>
2563481;1126364;[Count Dracula]  <1>
2636424;1126364;(archive footage) (uncredited)  [Movie Dracula]
2671290;1126364;[Doctor Catheter]  <6>
2709723;1126364;(as Cristopher Lee)  [Prof. Sir Alexander Saxton]  <1>
2726178;1126364;[Marlowe/Blake]  <1>
2757427;1126364;[Adam Caine]  <2>
2957941;1126364;[Godfrey Hanson]  <1>
2986020;1126364;(uncredited)  [Dracula]
2986259;1126364;[Pirelli's Assistant]  <16>
3029449;1126364;[Commandant Rakov]  <6>
3032589;1126364;[Franz Vermes]  <18>
3104986;1126364;[Bernard Day]  <17>
3113956;1126364;[Luckman Skull]  <14>
3160491;1126364;[Count Dooku]  <9>
3165971;1126364;[Karaga Pasha]  <12>
3200265;1126364;[Captain]  <10>
3212979;1126364;[Fu Manchu]  <1>
3220435;1126364;[Alan Driscoll]  <2>
3221105;1126364;[Submarine Commander Alan Grieves]  <21>
3225583;1126364;(uncredited)  [French Patrol Captain at Tavern]
3238581;1126364;[Rochefort]  <6>
3243207;1126364;[Prof. Karl Meister]  <1>
3257868;1126364;(voice: English version) (voice: German version)  [King Haggard]  <7>
3262080;1126364;[Saruman]  <14>
3265671;1126364;[Dr. Pierre Gerrard]  <3>
3266452;1126364;[Scaramanga]  <2>
3280102;1126364;[Captain LaRoche]  <3>
3290116;1126364;[Prince Baldasar, the Director of Counterintelligence]  <5>
3302860;1126364;[Rochefort]  <6>
3308158;1126364;[Fu Manchu]  <1>
3317447;1126364;[Chris Lewis]  <14>
3375018;1126364;[Himself/Vlad Tepes/Count Dracula]
2642118;1150444;(as Ho Chung Tao)  [Lee Min-Chin]  <1>
2764961;1150444;(as Ho Chung Tao)  [Bruce]
2828370;1150444;(as Ho Chung Tao)  [Chauffeur Fang Pao]  <1>
3121880;1150444;(as Ho Chung Tao)  [Chang Wan-li]
3419338;1150444;[Lee Hsaio Lung]
3424171;1150444;[Bruce]  <1>
3431841;1150444;(as Li Shao Lung)  [Li Ti-lung]  <1>
2717691;1150800;[Huo Yuanjia]  <1>
3275333;1150800;[Gabe Law/Gabriel Yulaw/Lawless]  <1>
3414909;1150800;[Wong Fei-Hung]  <1>
3423318;1150800;[Nameless]  <1>
2294233;1364266;[Himself]  <1>
2501327;1364266;[Gary Fenn]  <1>
2747304;1364266;[Cyril Lawrence]  <3>
2924595;1364266;[James Bond]  <1>
3266452;1364266;[James Bond]  <1>
3284031;1364266;[Lord Edgar Dobbs]  <2>
3297407;1364266;[James Bond]  <1>
2554791;1393404;[Dr. John Dolittle]  <1>
2565064;1393404;[James 'Thunder' Early]  <3>
2575064;1393404;[Himself]  <1>
2711321;1393404;(archive footage) (uncredited)  [Himself]
2901912;1393404;[Dave/Captain]  <1>
3274486;1393404;[Sherman Klump/Buddy Love/Lance Perkins/Papa Klump/Mama Klump/Grandma Klump/Ernie Klump]  <1>
2316086;1418745;(voice)  [Himself - Narrator]  <1>
2399138;1418745;[Ducard]  <3>
2568790;1418745;[Totter]  <8>
2603234;1418745;(voice)  [Himself/Narrator]  <1>
2698721;1418745;[Martin Brogan]  <20>
2718004;1418745;[Michael]  <17>
2734905;1418745;(archive footage)
2790628;1418745;[Alfred Kinsey]  <1>
2798374;1418745;[Kegan]  <8>
2841389;1418745;[Sheriff Will Braverman]  <4>
3103105;1418745;[Oskar Schindler]  <1>
3124496;1418745;[Franze-Otto Dietrich]  <3>
3160488;1418745;[Qui-Gon Jinn]  <1>
3187393;1418745;[Bryan Mills]  <1>
3214257;1418745;[Seaman Charles Churchill]  <8>
3227366;1418745;(uncredited)  [Delta Force Member]
3242918;1418745;[Leo]  <2>
3269760;1418745;[Fielding]  <8>
3360411;1418745;[Tony Aaron]  <1>
2358499;1445051;[Sean Kane]  <1>
2484178;1445051;[Eddie Cusack]  <1>
2647968;1445051;(archive footage)  [Fighter]  <13>
2665828;1445051;[John T. Booker]  <1>
2695762;1445051;[Danny O'Brien]  <1>
2748793;1445051;[Matt Hunter]  <1>
2912378;1445051;[Himself - Interviewee]  <11>
3129447;1445051;[Chuck Norris]  <11>
3131107;1445051;[Sheriff Dan Stevens]  <1>
3227366;1445051;[Maj. Scott McCoy]  <1>
2453909;1457902;[Cactus Jack]  <5>
3230461;1457902;[Trey]  <4>
2401444;1489031;[Driver]  <1>
2482091;1489031;[Richard]  <2>
2482302;1489031;[Larry]  <4>
2745203;1489031;[Dalton Russell]  <2>
2830522;1489031;[Raiden]  <1>
3035188;1489031;[The Driver]  <1>
3125965;1489031;[Smith]  <1>
2563852;1603995;[Bowen]  <1>
2565413;1603995;[Alex Gardner]  <1>
2744076;1603995;[Lt. Tuck Pendleton]  <1>
3034161;1603995;[Jack Faulkner]  <3>
3147242;1603995;[Eddie Bichon]  <2>
3169188;1603995;(uncredited)  [Extra at Graduation Ceremony]
3197882;1603995;(voice)  [Roven]  <26>
3277513;1603995;[Nick Parker]  <2>
3409099;1603995;[Wallace Foudroyant/Biff the Clown]  <2>
2326433;1637320;[Paul Sutton]  <1>
2416124;1637320;[Ted]  <1>
2512028;1637320;[Le Chevalier Raphael Danceny]  <5>
2931281;1637320;[Don John]  <13>
3028537;1637320;[Johnny Utah]  <2>
3153779;1637320;[Jack Traven]  <1>
3240886;1637320;[Donnie Barksdale]  <3>
3273562;1637320;[Winston Connelly]  <1>
3282327;1637320;[Rupert Marshetta]  <2>
3286534;1637320;[Shane Falco]  <1>
3310293;1637320;[Griffin]  <3>
3322526;1637320;[Perry Lyman]  <17>
2308638;1649281;[Jefferson Steel]  <1>
2317198;1649281;(voice)  [Buster]  <3>
2347468;1649281;(voice)  [Charlie B. Barkin]  <1>
2363274;1649281;[Hoke Adams]  <5>
2401017;1649281;[General Newton]  <5>
2408808;1649281;[Richard Babson]  <1>
2479221;1649281;[Blaine Gibbons]  <11>
2479392;1649281;[Mike Murphy]  <2>
2566442;1649281;[Carl Henry]  <2>
2874126;1649281;[Walker Ellis]  <3>
2919772;1649281;[Colonel Frank Parker]  <4>
2966614;1649281;[C.J. Waters]  <76>
2966614;1649281;[C.J. Waters]  <76>
2989703;1649281;[Mark Andrews, CIA]  <1>
3009321;1649281;[Buddy Evans]  <1>
3027830;1649281;[Ron Glass]  <2>
3084238;1649281;[Jack Rhodes]  <1>
3137146;1649281;[Douglas Temple]  <1>
3141081;1649281;[The Real Bandit]  <8>
3169313;1649281;[Congressman David Dilbeck]  <2>
3169389;1649281;[Stroker Ace]  <1>
3202380;1649281;[Himself - Winner: Favourite Actor in Motion Picture]
3261936;1649281;[Coach Nate Scarborough]  <3>
3325914;1649281;[Archie McGregor]  <1>
2378872;1671273;[Taxi Driver]  <5>
2409177;1671273;[Alex Grady]  <1>
2409184;1671273;[Alex Grady]  <1>
2475526;1671273;[Tommy Maxell]
2497559;1671273;[Trent Walker]  <1>
2669826;1671273;[Tarkington Alexander Graves/Tag]  <1>
2672407;1671273;[Angus]  <2>
2753266;1671273;[Nick Stark]  <12>
2753388;1671273;[Dad]
2809044;1671273;[Walter Pool]  <1>
2857633;1671273;[Mr. Esposito]  <6>
2867542;1671273;[Charles]  <3>
2960803;1671273;[Victor Haddock/Stanley Joiner]  <3>
2962521;1671273;[Lewis Cutterman]
